license_plate,status,platform,created_at,shipped_at,sold_price,country,channel_ref,platform_fee
BW221109099157,shipped,Bol,2021-06-19T23:33:35,2021-06-20T14:03:01,13.06,BELGIUM,9B0R-4J9D-GNBW,2.53
BW221109099148,shipped,Bol,2021-06-19T23:33:12,2021-06-20T14:01:35,15.78,NETHERLANDS,L027-K3M9-HD0N,3.34
BW221109099094,shipped,Amazon,2021-06-19T23:29:12,2021-06-20T16:36:40,65.94,FRANCE,8YDT-PRTG-D399,5.71
BW221109099037,shipped,Bol,2021-07-07T16:05:06,2021-07-07T20:01:10,102.75,NETHERLANDS,HKHD-F26K-4PCT,19.65
BW221109098941,shipped,Bol,2021-06-19T23:05:11,2021-06-20T14:03:30,133.64,BELGIUM,9ERE-7D99-P8H2,9.09
BW221109098930,shipped,Amazon,2021-06-19T22:50:14,2021-06-20T16:36:39,54.09,FRANCE,EPP4-TQ22-1V0J,10.03
BW221109098914,shipped,Bva NL,2022-07-24T21:17:01,2022-07-25T14:20:24,37.44,NETHERLANDS,e4959db6-ff53-4990-f3fa-08da6986e7e3,
BW221109098847,shipped,Amazon,2021-06-19T22:43:16,2021-06-20T14:01:35,58.05,AUSTRIA,C10K-VHMM-4XF7,10.9
BW221109098681,shipped,Bol,2021-06-19T22:40:22,2021-06-20T19:53:17,29.25,NETHERLANDS,4HHR-6G17-6W0D,3.12
BW221109098673,shipped,Ebay,2021-06-19T22:19:48,2021-06-20T19:50:24,84.66,GERMANY,1FY3-N0F6-LFMH,9.57
BW221109098643,shipped,Bol,2021-06-19T22:12:35,2021-06-20T16:38:03,76.03,BELGIUM,E0DN-DBJ7-P4CE,6.52
BW221109098642,shipped,Bol,2021-06-19T22:05:56,2021-06-20T19:53:16,32.42,NETHERLANDS,5R82-8BL2-BLDH,3.35
BW221109098549,shipped,Bol,2021-06-19T22:05:37,2021-06-20T18:00:27,95.77,NETHERLANDS,QNT2-NHLQ-6C99,16.06
BW221109098525,shipped,Bol,2021-06-19T22:05:18,2021-06-20T16:39:07,61.6,NETHERLANDS,JGF5-PYU7-WJL5,5.51
BW221109098523,shipped,Bol,2021-06-19T21:54:42,2021-06-20T16:39:03,23.74,NETHERLANDS,EJ9K-334D-21D3,3.87
BW221109098489,shipped,Bol,2021-06-19T21:54:28,2021-06-20T16:38:03,17.39,BELGIUM,XRVT-W2R8-K9N8,2.26
BW221109098475,shipped,Bol,2021-06-19T21:47:54,2021-06-20T16:36:21,121.38,NETHERLANDS,CPV0-8N38-UQJF,9.81
BW221109098422,shipped,Bol,2021-06-19T21:47:34,2021-06-20T19:53:15,21.38,NETHERLANDS,51DG-LKHK-1G9G,4.88
BW221109098403,shipped,Bol,2021-06-19T21:40:51,2021-06-20T16:39:04,138.38,NETHERLANDS,CXP4-32XL-P5F5,12.72
BW221109098379,shipped,Bol,2021-06-19T21:40:28,2021-06-20T16:36:23,61.6,NETHERLANDS,TL5E-280N-5DA9,12.18
BW221109098319,shipped,Bol,2021-06-19T21:40:08,2021-06-20T16:39:02,16.5,NETHERLANDS,GCVT-J0QV-9AD4,2.48
BW221109098288,shipped,Ebay,2021-06-19T21:33:54,2021-06-20T16:36:23,95.06,BELGIUM,5JWE-9327-UPFQ,8.4
BW221109098281,shipped,Bol,2021-06-19T21:33:39,2021-06-20T19:53:18,49.68,NETHERLANDS,96NE-8N6B-XB84,10.02
BW221109098260,shipped,Bol,2021-06-19T21:33:17,2021-06-20T16:39:02,18.98,NETHERLANDS,KHUR-1D59-UP4D,2.38
BW221109098252,shipped,Bol,2021-06-19T21:26:42,2021-06-20T19:53:16,58.67,NETHERLANDS,M4HR-APHK-CGGT,7.26
BW221109098227,shipped,Bol,2021-06-19T21:26:16,2021-06-20T19:53:13,136.89,NETHERLANDS,H5Q2-NM4N-HG5N,12.59
BW221109098190,shipped,Amazon,2021-06-19T21:22:30,2021-06-20T16:36:25,162.92,GERMANY,5UJK-TLK5-BAXX,13.78
BW221109098182,shipped,Amazon,2021-06-19T21:22:28,2021-06-20T16:36:25,36.28,GERMANY,VFM6-DEXE-6RJH,3.23
BW221109098064,shipped,Bol,2021-06-19T21:20:35,2021-06-20T19:53:13,18.15,NETHERLANDS,0GDF-0WV6-0WUD,2.32
BW221109098062,shipped,Bol,2021-06-19T21:19:54,2021-06-20T14:01:33,67.27,NETHERLANDS,WTHE-QB5V-EC05,10.85
BW221109098010,shipped,Bol,2021-09-11T10:11:52,2021-09-12T18:10:56,33.01,NETHERLANDS,U0YM-W4F5-NEN8,6.99
BW221109097995,shipped,Bol,2021-06-19T21:19:14,2021-06-20T16:36:23,74.5,NETHERLANDS,X457-Q5LN-M120,14.52
BW221109097989,shipped,Bol,2021-11-30T13:46:47,2021-11-30T17:16:34,145.38,NETHERLANDS,EBAB-P7J7-8WH8,11.8
BW221109097964,shipped,Bol,2021-06-19T21:05:58,2021-06-20T16:36:19,130.55,NETHERLANDS,MXR0-42P2-Q8LR,8.73
BW221109097954,shipped,Bol,2021-06-19T21:05:40,2021-06-20T19:53:14,72.99,NETHERLANDS,DD4P-Y8FV-7480,7.18
BW221109097942,shipped,Bol,2021-06-19T21:05:23,2021-06-20T19:51:46,83.31,BELGIUM,67VA-M27G-G1PE,9.05
BW221109097932,shipped,Bva NL,2021-11-24T16:24:01,2021-11-24T21:01:45,12.87,NETHERLANDS,3a620c57-a471-4100-c497-08d9a8c6d79a,
BW221109097921,shipped,Bol,2022-08-02T18:46:48,2022-08-03T18:34:00,157.17,NETHERLANDS,VTX7-6RB2-63UB,29.53
BW221109097906,shipped,Bol,2021-06-19T20:47:15,2021-06-20T19:53:15,40.69,NETHERLANDS,P3FD-NB0E-QD4B,4.45
BW221109097903,shipped,Bol,2022-08-02T18:11:42,2022-08-03T18:57:54,77.49,NETHERLANDS,FYWU-2U1C-D7L3,15.06
BW221109097796,shipped,Amazon,2021-06-19T20:43:07,2021-06-20T14:01:33,706.18,GERMANY,5C1U-9PHX-VGQD,59.03
BW221109097781,shipped,Bol,2021-06-19T20:40:55,2021-06-20T14:03:30,107.6,BELGIUM,169U-94WN-RGJ9,8.81
BW221109097757,shipped,Bol,2021-06-19T20:40:30,2021-06-20T16:36:23,263.15,BELGIUM,ABR8-AEYH-VBRC,14.56
BW221109097731,shipped,Bol,2021-06-19T20:40:14,2021-06-20T19:53:15,30.57,NETHERLANDS,KVK9-9PK1-X6WP,6.55
BW221109097726,shipped,Amazon,2021-06-19T20:36:14,2021-06-20T16:36:18,59.6,FRANCE,AL43-EXKH-JW7C,5.16
BW221109097702,shipped,Bol,2021-06-19T20:33:09,2021-06-20T19:50:21,52.72,BELGIUM,3NK9-AX0B-YPVQ,4.83
BW221109097683,shipped,Amazon,2021-09-19T20:22:15,2021-09-20T12:11:30,107.52,GERMANY,AM8T-CD7E-20BD,9.17
BW221109097676,shipped,Bol,2021-10-17T16:32:46,2021-10-18T15:26:40,98.96,NETHERLANDS,8PTB-5RDF-BJLH,16.57
BW221109097646,shipped,Bol,2021-06-19T20:27:11,2021-06-20T19:51:45,213.73,NETHERLANDS,TDTT-LWX5-N2PW,18.52
BW221109097588,shipped,Bol,2021-06-19T20:26:29,2021-06-20T19:50:27,101.71,BELGIUM,U0LA-RM5M-X7P5,9.61
BW221109097560,shipped,Bol,2021-06-19T20:26:13,2021-06-20T14:01:32,120.02,NETHERLANDS,VF3K-B4CE-60J7,9.71
BW221109097550,shipped,Bva NL,2021-10-17T22:31:00,2021-10-18T12:40:58,14.04,NETHERLANDS,153e6b77-a037-42fa-c353-08d98936e0af,
BW221109097544,shipped,Amazon,2021-06-19T20:22:33,2021-06-20T16:36:21,19,FRANCE,KN77-MQ2T-LFHD,3.52
BW221109097541,shipped,Bol,2021-06-19T20:19:33,2021-06-20T19:53:14,44.05,NETHERLANDS,XNCF-QWG9-F4EB,4.2
BW221109097512,shipped,Bol,2021-10-17T09:25:52,2021-10-18T13:00:59,656.24,BELGIUM,4V66-LCWN-H34N,50.64
BW221109097452,shipped,Bva NL,2021-06-19T20:17:08,2021-06-20T16:36:20,24.57,NETHERLANDS,d10b213d-02df-4d4b-7c24-08d93196ff52,
BW221109097420,shipped,Bol,2021-06-19T20:14:43,2021-06-20T14:01:31,53.72,NETHERLANDS,7LHJ-FHXJ-E0D7,4.9
BW221109097371,shipped,Bol,2021-06-19T20:14:21,2021-06-20T16:36:20,18.09,NETHERLANDS,LHRC-R3K3-6N59,2.53
BW221109097338,shipped,Bol,2021-06-19T20:13:58,2021-06-20T16:39:04,79.58,NETHERLANDS,X4Y2-G0VP-VQ0H,8.78
BW221109097328,shipped,Bol,2021-06-19T20:13:44,2021-06-20T16:38:01,13.71,BELGIUM,GYRC-BEFM-RVCE,1.48
BW221109097325,shipped,Bol,2021-06-19T20:13:30,2021-06-20T19:53:11,57.77,NETHERLANDS,AW1G-AV9D-4NGB,11.49
BW221109097205,shipped,Bol,2021-10-18T09:18:42,2021-10-18T15:35:46,42.22,NETHERLANDS,YW89-P0GU-05QK,4.07
BW221109097182,shipped,Bol,2021-06-19T20:12:41,2021-06-20T19:53:09,63.19,NETHERLANDS,35EN-586T-XGVT,6.73
BW221109097161,shipped,Amazon,2021-11-24T15:36:33,2021-11-24T21:02:42,70.49,GERMANY,EPQ5-96JJ-E0A4,13.03
BW221109097143,shipped,Bol,2021-11-24T14:11:51,2021-11-24T20:46:54,63.04,NETHERLANDS,NPUD-6TCN-T979,7.58
BW221109097132,shipped,Bol,2021-06-19T20:06:49,2021-06-20T14:02:55,15.45,NETHERLANDS,81PQ-HVK8-JWMT,2.74
BW221109097130,shipped,Bol,2021-07-06T19:25:59,2021-07-07T14:20:18,129.05,NETHERLANDS,PDNQ-KH39-5X0C,10.37
BW221109097031,shipped,Bol,2021-06-19T20:05:46,2021-06-20T19:53:10,167.45,NETHERLANDS,2CMJ-2GWH-5FMU,15.16
BW221109096948,shipped,Bol,2021-06-19T20:05:29,2021-06-20T16:38:59,17.09,NETHERLANDS,7B2J-H38J-8VCF,3.07
BW221109096928,shipped,Bol,2021-06-19T20:05:19,2021-06-20T19:53:08,23.88,NETHERLANDS,5EUW-W04B-6CJJ,2.73
BW221109096915,shipped,Ebay,2021-06-19T19:54:59,2021-06-20T19:56:30,43.3,BELGIUM,2D7P-E8J1-56XL,4.56
BW221109096912,shipped,Bol,2021-06-19T19:54:38,2021-06-20T16:36:18,48.1,NETHERLANDS,LLP5-BAVL-W4JG,6.82
BW221109096910,shipped,Bol,2021-06-19T19:47:47,2021-06-20T16:38:03,36.27,BELGIUM,2A6U-KW8R-ERQV,7.58
BW221109096896,shipped,Bol,2021-06-19T19:47:28,2021-06-20T19:53:09,20.6,NETHERLANDS,VBX1-DGRG-ATW3,4.99
BW221109096862,shipped,Bol,2021-06-19T19:47:09,2021-06-20T16:38:59,13.77,NETHERLANDS,CV49-T1UQ-KXM3,2.65
BW221109096843,shipped,Bol,2021-06-19T19:41:01,2021-06-20T19:51:45,191.29,BELGIUM,79W7-2NX8-QDPX,16.89
BW221109096837,shipped,Bol,2021-06-19T19:40:36,2021-06-20T16:39:04,14.82,NETHERLANDS,HC8T-284T-UX8T,2.65
BW221109096807,shipped,Bol,2021-06-19T19:40:17,2021-06-20T14:01:30,119.75,NETHERLANDS,3LWC-4LKX-LGN6,11.69
BW221109096762,shipped,Amazon,2021-06-19T19:36:21,2021-06-20T14:01:31,72.18,FRANCE,A8F3-NVGC-W649,6.24
BW221109096710,shipped,Bol,2021-06-19T19:35:08,2021-06-20T19:51:45,52.84,BELGIUM,LPY8-TA6K-XNK7,10.59
BW221109096694,shipped,Bol,2021-06-19T19:34:45,2021-06-20T19:53:08,19.98,NETHERLANDS,9MNL-JP4B-0FUT,3.42
BW221109096667,shipped,Bol,2021-06-19T19:34:32,2021-06-20T19:51:45,745.29,NETHERLANDS,HX5Q-QRYA-91X5,35.74
BW221109096658,shipped,Bol,2021-06-19T19:34:08,2021-06-20T16:36:21,74.83,BELGIUM,6UA0-NQ6K-9ATH,7.79
BW221109096588,shipped,Bol,2021-06-19T19:33:51,2021-06-20T19:53:07,31.25,NETHERLANDS,PY36-3X1U-V8NE,6.67
BW221109096551,shipped,Ebay,2021-06-19T19:33:44,2021-06-20T19:50:22,147.43,GERMANY,V8MV-NAE9-J4RL,9.07
BW221109096544,shipped,Bol,2021-06-19T19:33:26,2021-06-20T14:01:29,42.08,NETHERLANDS,X5WK-HRE8-CBV5,4.56
BW221109096533,shipped,Bol,2021-06-19T19:33:13,2021-06-20T16:36:15,81.79,NETHERLANDS,VUEA-DNDR-WAC0,15.84
BW221109096502,shipped,Amazon,2021-06-19T19:29:18,2021-06-20T14:01:31,11.75,GERMANY,UTL8-4HUC-GCT9,2.55
BW221109096490,shipped,Bol,2021-06-19T19:26:31,2021-06-20T16:38:57,29.79,NETHERLANDS,LN0L-5265-5JDE,5.16
BW221109096489,shipped,Bol,2021-06-19T19:26:13,2021-06-20T19:53:09,72.88,NETHERLANDS,BRUH-86DQ-KY45,14.23
BW221109096465,shipped,Amazon,2021-06-19T19:22:19,2021-06-20T16:36:17,131.96,FRANCE,L1F8-E8FW-NDB9,11.42
BW221109096434,shipped,Bol,2021-07-12T15:25:49,2021-07-12T20:08:16,65.69,NETHERLANDS,4T81-5WJ3-QPR5,12.92
BW221109096353,shipped,Bol,2021-06-19T19:19:06,2021-06-20T20:05:20,131.33,NETHERLANDS,LLN4-6HQJ-WPJ5,24.84
BW221109096277,shipped,Amazon,2021-06-19T19:15:14,2021-06-20T16:36:14,267.01,FRANCE,2UUX-470C-TNMN,23.1
BW221109096272,shipped,Amazon,2021-06-19T19:15:09,2021-06-20T14:01:29,28.86,GERMANY,PNPA-42W8-YD80,
BW221109096240,shipped,Amazon,2021-06-19T19:15:09,2021-06-20T16:36:12,69.5,GERMANY,EN81-MRJX-7MPV,10.29
BW221109096224,shipped,Amazon,2021-06-19T19:15:09,2021-06-20T16:36:13,47.53,AUSTRIA,2EGL-9XTH-V6L5,7.81
BW221109096146,shipped,Bol,2021-06-19T19:13:37,2021-06-20T19:51:41,28.56,BELGIUM,DKCM-UW4T-0PEA,6.18
BW221109096141,shipped,Bol,2021-06-19T19:13:37,2021-06-20T19:51:41,159.4,BELGIUM,6RDU-X084-B749,29.93
BW221109096056,shipped,Bol,2021-06-19T19:13:17,2021-06-20T16:39:00,42.07,NETHERLANDS,WAUX-91A8-2V6D,8.64
BW221109096040,shipped,Bol,2021-06-19T19:12:43,2021-06-20T19:53:09,63.16,NETHERLANDS,VKKJ-CJU5-GT67,6.35
BW221109096039,shipped,Bol,2021-06-19T19:12:22,2021-06-20T19:53:07,112.32,NETHERLANDS,P9RD-NDPD-UQMJ,9.15
BW221109096034,shipped,Bol,2021-06-19T19:08:08,2021-06-20T14:01:29,53.89,NETHERLANDS,UHQU-E4WW-TRRM,4.91
BW221109095997,shipped,Bol,2021-06-19T19:07:26,2021-06-20T19:53:08,92.39,NETHERLANDS,VHXN-HJEX-C4BA,17.77
BW221109095928,shipped,Bol,2021-06-19T19:07:10,2021-06-20T16:38:03,15.74,BELGIUM,4GTF-RVC6-BDWQ,1.62
BW221109095832,shipped,Bol,2021-06-19T19:06:47,2021-06-20T19:53:06,23.53,NETHERLANDS,YH2P-M77J-5VHN,5.27
BW221109095821,shipped,Bol,2021-06-19T19:06:26,2021-06-20T14:01:28,24.17,BELGIUM,T6B2-L2K8-KRFT,2.76
BW221109095795,shipped,Bol,2021-06-19T19:06:03,2021-06-20T19:53:04,137.64,NETHERLANDS,2K9F-EA1N-2R5H,22.65
BW221109095685,shipped,Bol,2021-06-19T19:05:45,2021-06-20T19:51:42,32.52,BELGIUM,5K8C-461R-VT5W,3.36
BW221109095682,shipped,Bol,2021-06-19T19:05:24,2021-06-20T16:38:01,37.19,BELGIUM,F6J6-2APM-KCBP,7.75
BW221109095662,cancelled,Bol,2021-11-11T09:25:42,,117.88,,MP85-DNBP-7KUR,11.56
BW221109095647,shipped,Amazon,2021-06-19T18:57:17,2021-06-20T19:58:06,87.83,FRANCE,34K8-5XCG-RFY3,16.28
BW221109095635,shipped,Bol,2021-06-19T18:55:02,2021-06-20T14:03:29,29.21,BELGIUM,6WMJ-BYAW-4UTP,4.54
BW221109095632,shipped,Bol,2021-06-19T18:54:47,2021-06-20T16:39:03,136.43,NETHERLANDS,KAPC-X15L-AB43,12.56
BW221109095595,shipped,Bol,2021-06-19T18:54:20,2021-06-20T19:53:03,105.69,NETHERLANDS,X8VD-PMW5-M2CW,7.39
BW221109095577,shipped,Bol,2021-06-19T18:53:56,2021-06-20T19:58:05,76.72,NETHERLANDS,22QH-UJML-UGCC,14.93
BW221109095491,shipped,Bol,2021-06-19T18:53:56,2021-06-20T19:58:06,76.72,NETHERLANDS,22QH-UJML-UGCC,14.93
BW221109095487,shipped,Ebay,2021-06-19T18:47:49,2021-06-20T19:58:03,38.39,GERMANY,TDJJ-FW54-V748,5.12
BW221109095479,shipped,Bol,2021-06-19T18:47:23,2021-06-20T19:53:05,33.91,NETHERLANDS,XMXE-MW61-HBFX,7.15
BW221109095451,shipped,Amazon,2021-06-19T18:43:08,2021-06-20T16:36:16,27.14,FRANCE,9L5F-3P2K-RJLJ,5.03
BW221109095443,shipped,Bol,2021-11-20T10:18:45,2021-11-22T12:30:49,55.22,NETHERLANDS,HB10-P1TR-BB4P,7.01
BW221109095441,shipped,Bva NL,2021-10-20T21:59:01,2021-10-21T20:16:45,29.25,NETHERLANDS,7668eb00-618a-4a42-2f23-08d98f007ca5,
BW221109095389,shipped,Bol,2021-06-19T18:40:13,2021-06-20T19:53:04,52.17,NETHERLANDS,EX7V-L7ND-UXG3,4.79
BW221109095345,shipped,Bva NL,2022-01-17T16:54:51,2022-01-17T19:56:13,12.87,NETHERLANDS,3a6b4d3a-30e8-4a25-c928-08d9cead8f27,
BW221109095343,shipped,Ebay,2021-06-29T15:33:50,2021-06-29T19:05:32,528.14,GERMANY,270T-F1A4-EWL7,57.06
BW221109095326,shipped,Amazon,2021-06-19T18:29:07,2021-06-20T16:36:16,69.13,GERMANY,0195-R9Y5-DHWG,12.79
BW221109095262,shipped,Bol,2021-06-19T18:19:28,2021-06-20T16:37:59,15.59,BELGIUM,9D23-E5UF-VJFB,2.37
BW221109095218,shipped,Bol,2021-10-03T16:04:59,2021-10-04T13:46:18,30.6,BELGIUM,9Q81-R5A1-RN5H,5.44
BW221109095197,shipped,Bva NL,2022-08-11T09:52:01,2022-08-11T20:29:11,54.99,NETHERLANDS,00f1db8c-3ce6-4509-7eef-08da7945b111,
BW221109095193,shipped,Bol,2021-06-19T18:12:40,2021-06-20T14:01:19,49.51,NETHERLANDS,WTTP-GE5J-406H,8.79
BW221109095126,shipped,Bol,2021-06-19T18:12:21,2021-06-20T16:38:55,21.94,NETHERLANDS,K8T8-BFA4-D1VM,4.98
BW221109095090,shipped,Bol,2021-06-19T18:07:12,2021-06-20T16:36:12,96.74,NETHERLANDS,ELRB-0UX1-5DYX,10.02
BW221109095050,shipped,Bol,2021-06-19T18:06:32,2021-06-20T16:39:02,75.1,NETHERLANDS,6AMW-EKY6-L95B,7.36
BW221109095045,shipped,Bol,2021-06-19T18:05:50,2021-06-20T14:02:46,14.25,NETHERLANDS,VF8Q-19YM-0DF7,3.07
BW221109095037,shipped,Bol,2021-12-09T15:53:49,2021-12-09T20:01:14,275.7,NETHERLANDS,E9VN-G2AC-4TN0,23.02
BW221109095010,shipped,Bol,2021-12-09T14:46:45,2021-12-09T19:11:39,30.83,BELGIUM,JVKL-8E6E-P39P,6.6
BW221109094997,shipped,Bol,2021-06-19T18:05:10,2021-06-20T19:58:03,83.84,NETHERLANDS,HC8T-G6UC-5RT5,16.22
BW221109094969,shipped,Bol,2021-06-19T17:55:02,2021-06-20T19:53:04,21.85,NETHERLANDS,TVW4-FF2E-4WDH,4.97
BW221109094846,shipped,Bol,2021-06-19T17:54:37,2021-06-20T16:38:59,84.2,NETHERLANDS,23BP-A31T-R79F,9.11
BW221109094817,shipped,Bol,2021-06-19T17:54:13,2021-06-20T16:37:58,109.83,BELGIUM,LBHE-EMU9-6WK1,16.29
BW221109094796,shipped,Bva NL,2021-06-19T17:52:08,2021-06-20T19:50:38,19.89,BELGIUM,cbb128f0-f45b-4e14-7bc1-08d93196ff52,
BW221109094762,shipped,Bva NL,2021-10-18T08:38:07,2021-10-18T15:10:57,21.06,NETHERLANDS,70c4e03f-1b42-4e7a-4ded-08d98a1b725a,
BW221109094735,shipped,Bol,2021-06-19T17:47:26,2021-06-20T16:36:13,49.74,NETHERLANDS,2HTR-WDFM-VH2A,4.61
BW221109094726,shipped,Bol,2021-06-19T17:47:11,2021-06-20T16:38:57,113.7,NETHERLANDS,9HQ8-KPHD-X4N9,21.64
BW221109094700,shipped,Bol,2021-06-19T17:41:15,2021-06-20T14:01:16,65.36,NETHERLANDS,FAMP-JAGQ-D48U,5.75
BW221109094689,shipped,Bol,2021-06-19T17:40:55,2021-06-20T19:58:04,46.41,NETHERLANDS,NHJE-06LT-647A,4.37
BW221109094581,shipped,Bol,2021-06-19T17:40:34,2021-06-20T19:53:02,24.53,NETHERLANDS,YY6E-UY31-PF4W,2.78
BW221109094568,shipped,Bol,2021-06-19T17:40:14,2021-06-20T18:00:31,144.79,NETHERLANDS,8W17-350G-D4M9,22.02
BW221109094540,shipped,Amazon,2021-06-19T17:36:08,2021-06-20T16:36:11,92.16,GERMANY,8THV-NAE9-34Y5,16.9
BW221109094526,shipped,Bol,2021-06-19T17:33:28,2021-06-20T16:36:11,87.87,BELGIUM,RTX9-XV01-UJPX,7.38
BW221109094505,shipped,Bol,2021-06-19T17:33:10,2021-06-20T16:36:13,25.79,NETHERLANDS,DAHA-CV6K-GGLH,2.87
BW221109094488,shipped,Bol,2021-06-19T17:28:54,2021-06-20T19:53:04,40.94,NETHERLANDS,P1RG-2DRJ-HJ1R,8.43
BW221109094482,shipped,Bol,2021-06-19T17:28:46,2021-06-20T19:50:21,135.38,NETHERLANDS,0XK8-A5EF-HAB7,10.83
BW221109094472,shipped,Bol,2021-06-19T17:28:23,2021-06-20T19:53:01,43.88,NETHERLANDS,MY93-88F2-RDEA,8.97
BW221109094438,shipped,Bol,2021-06-29T11:55:30,2021-06-29T19:40:53,161.95,NETHERLANDS,PBD8-UPWX-DWFD,30.39
BW221109094371,shipped,Bol,2021-06-19T17:27:55,2021-06-20T16:38:00,263.46,NETHERLANDS,D49C-XV23-7EA6,22.13
BW221109094272,shipped,Bol,2021-06-29T11:20:17,2021-06-29T19:40:54,224.51,NETHERLANDS,X0YK-DAFG-UKC7,17.3
BW221109094247,shipped,Bol,2021-06-19T17:27:17,2021-06-20T14:00:39,41.72,NETHERLANDS,3X8T-4P8E-TG1C,4.03
BW221109094240,shipped,Bol,2021-06-19T17:27:04,2021-06-20T19:53:01,30.26,NETHERLANDS,AANH-MJ69-J3EM,6.49
BW221109094186,shipped,Bol,2021-06-19T17:26:39,2021-06-20T19:51:41,214.37,BELGIUM,C5RU-EV90-9LFA,12.42
BW221109094184,shipped,Bol,2021-10-17T18:04:43,2021-10-18T15:11:29,14.02,NETHERLANDS,B678-89FM-FWT2,1.5
BW221109094183,shipped,Bol,2021-06-19T17:19:21,2021-06-20T16:36:09,79.49,BELGIUM,QVYV-HAM9-V28A,10.31
BW221109094177,shipped,Amazon,2021-06-19T17:15:07,2021-06-20T14:01:12,55.08,GERMANY,1Y2X-QNL4-DMDE,4.8
BW221109094116,shipped,Bol,2021-06-19T17:12:31,2021-06-20T14:03:29,23.8,BELGIUM,VD7G-0KX4-BX2A,5.32
BW221109094115,shipped,Bol,2021-06-19T17:12:17,2021-06-20T19:50:23,174.72,NETHERLANDS,MM4R-N9Y7-079B,15.68
BW221109094108,shipped,Bva NL,2021-06-19T17:10:07,2021-06-20T19:56:33,17.55,NETHERLANDS,f0968b13-29b7-49b5-27eb-08d931450924,
BW221109094103,shipped,Ebay,2022-03-20T08:54:28,2022-03-21T21:28:33,38.23,GERMANY,DWJ0-NY3R-MQTU,5.55
BW221109094082,shipped,Bol,2021-06-19T17:06:37,2021-06-20T19:55:30,14.78,NETHERLANDS,NBU2-2TE6-U1HB,3.16
BW221109094022,shipped,Bol,2021-06-19T17:06:16,2021-06-20T19:55:33,43.58,NETHERLANDS,7XCH-FMHK-T105,6.16
BW221109093992,shipped,Bol,2021-06-19T17:05:52,2021-06-20T19:53:04,97.69,NETHERLANDS,LT14-HG6F-99FJ,18.73
BW221109093960,shipped,Bol,2021-06-19T17:05:41,2021-06-20T19:52:58,143.45,NETHERLANDS,1E3J-F92Q-X528,27.04
BW221109093947,shipped,Bol,2021-06-19T17:05:13,2021-06-20T16:36:10,46.92,NETHERLANDS,MWM8-D2V1-CN44,4.41
BW221109093946,shipped,Bol,2021-09-30T05:46:52,2021-09-30T18:31:02,298.79,NETHERLANDS,VGY4-R35L-PCUT,24.69
BW221109093935,shipped,Amazon,2021-06-19T16:57:12,2021-06-20T14:00:43,69.47,FRANCE,L93Q-FEWN-PP7W,12.88
BW221109093900,shipped,Amazon,2021-06-19T16:57:11,2021-06-20T19:56:30,48.76,NETHERLANDS,KR2V-WDDK-Q4RG,7.67
BW221109093874,shipped,Ebay,2021-06-19T16:54:53,2021-06-20T19:50:19,114.1,GERMANY,0VT8-GEFV-EJ0T,12.72
BW221109093858,shipped,Bol,2021-06-19T16:48:32,2021-06-20T19:53:01,15.41,NETHERLANDS,5H85-3XGB-R9BQ,3.28
BW221109093800,shipped,Bol,2021-06-19T16:47:52,2021-06-20T19:58:04,110.75,NETHERLANDS,XV92-NM9U-R7W4,21.1
BW221109093796,shipped,Bol,2021-06-19T16:47:37,2021-06-20T19:53:03,28.78,NETHERLANDS,T9L6-3PAU-9A90,3.09
BW221109093757,cancelled,Bva NL,2021-08-01T19:17:03,,102.96,,4a00da91-8064-4ba5-90b2-08d950bbc19d,
BW221109093714,shipped,Bol,2021-06-19T16:47:16,2021-06-20T19:52:59,14.52,NETHERLANDS,68DE-54V3-8LLT,3.12
BW221109093704,shipped,Bol,2021-06-19T16:40:51,2021-06-20T19:52:58,24.75,NETHERLANDS,8KMP-M2FQ-TU14,5.49
BW221109093634,shipped,Bol,2021-06-19T16:40:11,2021-06-20T16:36:09,72.55,NETHERLANDS,KBT3-UJED-5HU9,10.02
BW221109093618,shipped,Bol,2022-03-23T07:39:41,2022-03-23T21:31:54,586.5,NETHERLANDS,WM4X-Y639-EFJJ,43.58
BW221109093565,shipped,Bol,2021-06-19T16:26:58,2021-06-20T14:00:38,82.6,NETHERLANDS,Q254-W40M-BDFA,7
BW221109093560,shipped,Bol,2021-06-19T16:26:16,2021-06-20T16:38:00,100.12,BELGIUM,49P3-QLX7-WD6L,10.09
BW221109093550,shipped,Ebay,2021-06-19T16:20:07,2021-06-20T16:36:10,88.58,NETHERLANDS,99K6-TG03-XG53,9.32
BW221109093510,shipped,Bol,2021-06-19T16:19:50,2021-06-20T16:36:16,132.21,BELGIUM,RGQX-VV7X-CBY8,10.6
BW221109093501,shipped,Bol,2021-08-19T13:04:50,2021-08-19T19:57:31,279.77,NETHERLANDS,1EK3-8L42-LR55,15.29
BW221109093471,shipped,Bol,2021-06-19T16:19:12,2021-06-20T19:58:04,78.51,NETHERLANDS,L89B-39A9-JTU6,6.7
BW221109093462,shipped,Bva NL,2022-08-10T22:10:02,2022-08-11T20:28:46,16.38,NETHERLANDS,45927684-2ba3-4783-7e3b-08da7945b111,
BW221109093429,shipped,Amazon,2021-06-19T16:15:16,2021-06-20T14:00:55,39.29,GERMANY,B808-LGKT-94KL,7.46
BW221109093357,shipped,Bol,2021-06-19T16:12:10,2021-06-20T19:52:58,203.04,NETHERLANDS,UEX7-6GJQ-2H4K,17.74
